count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
30548,2002,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,17,135,31120,207,4238,1040,205,192,123,293,302,2155,37855
30548,2002,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,0,123,29393,207,3222,807,220,109,107,224,201,1668,34613
30548,2003,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",N,14,146,31805,205,4691,1082,225,218,118,262,336,2241,39088
30548,2003,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",S,0,133,30040,205,3567,839,242,124,103,200,223,1731,35676
30548,2004,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,14,225,30678,261,4370,826,229,216,189,185,443,2088,37622
30548,2004,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,2,246,39220,215,4395,764,213,271,110,229,513,2100,46176
30548,2005,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",N,14,216,30464,250,4571,831,225,230,170,163,474,2093,37594
30548,2005,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",S,2,236,38946,207,4597,769,208,288,99,203,549,2116,46102
30548,2006,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",N,14,234,30981,241,4791,855,225,250,154,146,513,2143,38390
30548,2006,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",S,2,256,39608,199,4818,791,209,313,90,181,595,2179,47060
30548,2007,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,15,233,31430,243,4078,856,205,305,85,169,506,2126,38110
30548,2007,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,17,156,27926,184,2235,610,146,212,44,189,400,1601,32102
30548,2008,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,0,174,35842,175,3260,565,141,172,44,113,347,1382,40833
30548,2008,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,0,187,35263,211,2758,563,90,172,66,106,414,1411,39830
30548,2009,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,14,177,34824,184,4181,555,147,184,54,178,269,1387,40753
30548,2009,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,1,210,35074,251,4710,658,194,202,45,337,197,1633,41878
30548,2010,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,0,169,30893,262,4843,615,153,163,30,398,200,1559,37726
30548,2010,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,2,161,26665,260,3869,493,71,144,50,162,308,1228,32183
30548,2011,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,2,186,32985,300,5149,633,170,137,56,311,205,1512,40132
30548,2011,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,3,185,31002,307,3711,626,152,112,61,330,224,1505,36710
30548,2012,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,0,120,32431,231,3547,614,138,214,72,280,177,1495,37824
30548,2012,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,0,165,31752,278,4368,671,168,130,91,274,205,1539,38100
30548,2013,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",N,3,146,30550,161,4911,615,154,206,62,335,224,1596,37365
30548,2013,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",S,3,178,28354,143,4517,553,187,177,51,265,310,1544,34736
30548,2014,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",E,0,234,33779,157,4294,589,189,236,113,282,171,1578,40043
30548,2014,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",W,0,258,34735,172,5658,740,172,235,68,241,243,1697,42521
30548,2015,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",E,0,228,32201,185,4945,575,138,182,73,328,220,1515,39074
30548,2015,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",W,0,201,32651,176,6024,687,147,216,79,313,219,1661,40714
30548,2016,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",E,0,237,33164,189,5341,610,133,206,77,315,230,1571,40501
30548,2016,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Estimated,"Estimated using previous year's AADF on this link",W,0,209,33628,180,6506,729,142,245,82,301,229,1729,42252
30548,2017,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",E,0,150,30469,178,5126,695,109,247,39,154,425,1668,37591
30548,2017,4,Wales,19,Cardiff,A470,Major,M4,A4054,313220,182000,51.53021693,-3.25240912,2.20,1.37,Counted,"Manual count",W,0,152,31828,160,6004,838,128,249,47,89,441,1792,39936
30631,2000,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,50,9,1139,79,158,18,14,12,0,0,1,45,1430
30631,2000,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,37,17,1597,81,213,21,18,7,0,0,0,46,1954
30631,2001,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,44,10,1142,77,163,18,16,12,0,0,1,47,1439
30631,2001,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,33,19,1602,79,220,21,21,7,0,0,0,49,1969
30631,2002,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Counted,"Manual count",N,20,5,1156,59,123,24,2,5,1,1,0,33,1376
30631,2002,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Counted,"Manual count",S,33,10,2218,60,199,24,5,11,1,0,1,42,2529
30631,2003,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,17,6,1166,61,139,24,2,5,1,1,0,33,1405
30631,2003,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,28,12,2238,62,224,24,5,12,1,0,1,43,2579
30631,2004,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,16,6,1168,53,140,24,2,6,1,1,0,34,1401
30631,2004,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,27,13,2240,54,226,24,6,13,1,0,1,45,2578
30631,2005,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,17,6,1166,53,147,24,2,6,1,1,0,34,1406
30631,2005,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,28,12,2238,54,237,24,5,14,1,0,1,45,2586
30631,2006,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,16,5,1199,50,154,24,2,7,1,1,0,35,1443
30631,2006,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,27,10,2301,51,249,24,5,15,1,0,1,46,2657
30631,2007,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,17,5,1168,54,170,27,2,8,1,1,0,39,1436
30631,2007,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,27,10,2241,55,275,27,6,18,1,0,2,54,2635
30631,2008,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,17,5,1125,60,170,25,2,8,1,1,0,37,1397
30631,2008,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,27,10,2158,61,275,25,6,18,1,0,2,52,2556
30631,2009,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,19,5,1111,60,173,23,2,8,1,1,0,35,1384
30631,2009,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,31,10,2132,61,280,23,6,17,1,0,2,49,2532
30631,2010,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",N,19,4,1090,62,178,24,2,7,1,1,0,35,1369
30631,2010,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",S,32,9,2091,63,288,24,6,15,1,0,2,48,2499
30631,2011,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Counted,"Manual count",N,119,11,985,54,178,13,3,2,0,0,0,18,1246
30631,2011,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Counted,"Manual count",S,144,14,1678,64,265,14,4,1,0,0,0,19,2040
30631,2012,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,111,10,957,53,187,13,3,2,0,0,0,19,1226
30631,2012,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,135,13,1631,63,278,14,4,1,0,0,0,20,2005
30631,2013,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,110,10,940,49,200,13,4,3,0,0,0,19,1218
30631,2013,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,133,13,1601,58,298,14,5,1,0,0,0,20,1990
30631,2014,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,88,11,953,50,216,13,4,3,0,0,0,19,1248
30631,2014,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,106,13,1623,59,321,14,5,1,0,0,0,20,2037
30631,2015,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,87,10,942,51,231,13,4,3,0,0,0,20,1253
30631,2015,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,106,13,1604,61,343,14,5,1,0,0,0,21,2042
30631,2016,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,87,10,953,50,249,14,4,3,0,0,0,21,1284
30631,2016,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,105,13,1624,60,371,15,5,2,0,0,0,21,2089
30631,2017,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",E,83,10,946,47,262,14,4,3,0,0,0,21,1287
30631,2017,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027528,-3.24693246,1.90,1.18,Estimated,"Estimated using previous year's AADF on this link",W,101,13,1612,56,390,15,5,2,0,0,0,21,2093
30631,2018,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",E,92,10,936,43,267,14,4,3,0,0,0,21,1277
30631,2018,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",W,111,13,1594,51,398,15,5,2,0,0,0,22,2077
30631,2019,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Counted,"Manual count",E,110,18,1498,68,221,24,1,3,1,0,0,29,1834
30631,2019,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Counted,"Manual count",W,94,10,1004,63,177,12,2,1,1,0,0,16,1270
30631,2020,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",E,126,13,1138,43,195,21,1,3,1,0,0,25,1414
30631,2020,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",W,108,7,763,39,156,11,2,1,1,0,0,14,980
30631,2021,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",E,103,14,1254,44,213,23,1,3,1,0,0,27,1552
30631,2021,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",W,88,8,840,41,170,11,2,1,1,0,0,15,1074
30631,2022,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",E,92,15,1339,47,231,24,1,3,1,0,0,28,1661
30631,2022,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",W,79,9,898,44,184,12,2,1,1,0,0,16,1150
30631,2023,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",E,91,15,1364,48,235,23,1,3,1,0,0,28,1690
30631,2023,4,Wales,19,Cardiff,A4054,Major,"M4/A470 roundabout","B4262 roundabout",313600,182000,51.53027400,-3.24693240,2.00,1.24,Estimated,"Estimated using previous year's AADF on this link",W,77,9,915,44,187,12,2,1,1,0,0,15,1170
30659,2000,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",N,23,99,6659,102,519,61,18,20,8,3,12,122,7501
30659,2000,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",S,31,81,7295,110,536,66,17,22,5,3,15,128,8150
30659,2001,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",N,22,104,6453,107,523,58,20,19,6,2,12,117,7304
30659,2001,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",S,30,85,7069,115,540,63,19,21,4,2,16,125,7934
30659,2002,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",N,21,44,7701,103,547,69,12,43,4,1,1,130,8525
30659,2002,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",S,18,39,7469,100,544,61,20,38,3,1,1,124,8276
30659,2003,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",N,19,63,7416,100,594,67,12,45,4,1,1,130,8303
30659,2003,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",S,16,55,7193,97,591,59,20,40,3,1,1,124,8060
30659,2004,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",E,38,36,6473,96,475,63,3,7,9,2,0,84,7164
30659,2004,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",W,31,52,6916,123,463,76,6,7,6,4,0,99,7653
30659,2005,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,32,29,6175,91,506,69,3,8,7,2,0,89,6890
30659,2005,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,27,43,6597,116,494,82,6,8,5,3,0,104,7354
30659,2006,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,50,26,6058,84,514,66,3,9,6,1,0,85,6767
30659,2006,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,42,37,6472,108,501,79,6,8,4,2,0,99,7217
30659,2007,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",E,28,70,7982,135,566,71,8,3,6,3,1,92,8845
30659,2007,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",W,19,86,7227,120,548,76,9,4,6,2,1,98,8079
30659,2008,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,31,67,7807,117,578,71,10,3,6,3,1,94,8663
30659,2008,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,22,82,7068,105,560,76,11,4,6,2,1,100,7915
30659,2009,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,31,75,7979,116,587,65,10,3,6,3,1,88,8845
30659,2009,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,22,91,7223,104,568,69,11,4,6,2,1,93,8079
30659,2010,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,31,71,7931,131,627,69,10,3,7,3,1,93,8853
30659,2010,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,22,87,7180,118,607,73,11,4,7,2,1,98,8090
30659,2011,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,34,60,7907,124,700,70,11,3,6,3,1,94,8885
30659,2011,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,24,73,7158,112,677,74,12,5,6,2,1,100,8120
30659,2012,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,32,57,7784,135,708,71,12,3,4,3,1,94,8778
30659,2012,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,23,70,7046,122,685,75,13,6,4,2,1,101,8023
30659,2013,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,32,64,7715,141,736,71,13,4,3,3,1,95,8751
30659,2013,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,22,78,6984,127,712,75,14,6,3,2,1,102,8003
30659,2014,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",E,83,31,7136,125,682,49,3,0,2,0,0,54,8028
30659,2014,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Counted,"Manual count",W,64,26,6576,133,639,40,3,1,1,2,0,47,7420
30659,2015,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,77,28,7277,134,715,47,3,0,2,0,0,52,8206
30659,2015,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,59,23,6706,144,670,38,3,1,1,2,0,45,7587
30659,2016,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,71,27,7391,124,781,48,3,0,3,0,0,53,8376
30659,2016,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,55,22,6811,133,732,39,3,1,1,2,0,45,7743
30659,2017,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",E,68,27,7336,116,822,47,3,0,3,0,0,52,8354
30659,2017,4,Wales,19,Cardiff,A4119,Major,A4054,"B4262 Heol Isaf",314920,178300,51.49721531,-3.22701389,2.10,1.30,Estimated,"Estimated using previous year's AADF on this link",W,53,22,6761,124,770,38,3,1,1,2,0,45,7722
